ENERGY STAR Unique ID,Brand Name,Model Number,Commercial Versus Residential,Indoor and Outdoor,Technology,Fixture Type,Total Light Output (lumens),Total Input Power (Watts),Energy Efficiency - Measured at the Source (lumens/Watt),Energy Efficiency - Measured Outside the Fixture (lumens/Watt),Appearance/Correlated Color Temperature (K),Color Quality (CRI),Light Source Life (hrs),Light Sources Per Fixture,Special Features,Date Available On Market,Date Certified,Markets
2185133,WAC,X-LED40F-27,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,2112,40,N/A,57.3,2700,81,36000,N/A,Continuous Dimming,03/15/2013,07/04/2013,United States and Canada
2187539,WAC,X-LED40F-30,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,2112,40,N/A,57.3,3000,82,36000,N/A,Continuous Dimming,03/15/2013,08/08/2013,United States and Canada
2187540,WAC,X-LED40F-35,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,2112,40,N/A,57.3,3500,82,36000,N/A,Continuous Dimming,03/15/2013,08/08/2013,United States and Canada
2194901,WAC,X-LED40F-40,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,2112,40,N/A,57.3,4000,82,36000,N/A,Continuous Dimming,03/15/2013,11/15/2013,United States and Canada
2187541,WAC,X-LED40N-27,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,2112,40,N/A,60.2,2700,81,36000,N/A,Continuous Dimming,03/15/2013,08/08/2013,United States and Canada
2187542,WAC,X-LED40N-30,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,2112,40,N/A,60.2,3000,82,36000,N/A,Continuous Dimming,03/15/2013,08/08/2013,United States and Canada
2187543,WAC,X-LED40N-35,Residential and Commercial,Indoor,LED,Accent Light Line-voltage,2112,40,N/A,60.2,3000,82,36000,N/A,Continuous Dimming,03/15/2013,08/08/2013,United States and Canada
2213109,Atlantic Lighting,LED7-DLM11-27K-X,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,2700,82,39000,1,Continuous Dimming,04/01/2014,06/02/2014,United States and Canada
2213160,Atlantic Lighting,LED7ADJ-DLM30-4K-X,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,4000,81,39000,1,Continuous Dimming,04/01/2014,06/02/2014,United States and Canada
2213156,Atlantic Lighting,LED7ADJ-DLM30-3K-X,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,3000,81,39000,1,Continuous Dimming,04/01/2014,06/02/2014,United States and Canada
2213155,Atlantic Lighting,LED7ADJ-DLM30-35K-X,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,3500,81,39000,1,Continuous Dimming,04/01/2014,06/02/2014,United States and Canada
2213154,Atlantic Lighting,LED7ADJ-DLM30-27K-X,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,2700,81,39000,1,Continuous Dimming,04/01/2014,06/02/2014,United States and Canada
2213153,Atlantic Lighting,LED7ADJ-DLM20-4K-X,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,4000,81,39000,1,Continuous Dimming,04/01/2014,06/02/2014,United States and Canada
2213152,Atlantic Lighting,LED7ADJ-DLM20-3K-X,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3000,81,39000,1,Continuous Dimming,04/01/2014,06/02/2014,United States and Canada
2234610,WAC,BA-ACLED24-927,Residential,Indoor,LED,Under Cabinet,710,16,N/A,47,2700,94,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2204539,Atlantic Lighting,LED70P-DLM2000-30K-2,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,3000,82,36000,1,Continuous Dimming- Type Non-IC,10/18/2012,01/30/2014,United States and Canada
2204249,Atlantic Lighting,LED70P-DLM2000-30K-1,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,3000,82,36000,1,Continuous Dimming- Type Non-IC,10/18/2012,01/30/2014,United States and Canada
2251559,BRINKS HAMPTON CHAPT,7639-XXX,Residential,Indoor and Outdoor,LED,Wall Sconces,617,10,84.5,N/A,3000,81,36000,1,N/A,08/19/2015,11/01/2015,United States and Canada
2250473,Chapter,5101-XXX,Residential,Indoor and Outdoor,LED,Ceiling Mount,1641,21,79.1,N/A,3000,81,36000,1,N/A,08/10/2015,08/14/2015,United States and Canada
2250474,Chapter,5102-XXX,Residential,Indoor and Outdoor,LED,Ceiling Mount,1453,21,78.4,N/A,3000,81,36000,1,N/A,08/10/2015,08/14/2015,United States and Canada
2250477,Chapter,5121-XXX,Residential,Indoor and Outdoor,LED,Wall Sconces,1462,21,79.1,N/A,3000,81,36000,1,N/A,08/10/2015,08/14/2015,United States and Canada
2245600,Chapter,5122-XXX,Residential and Commercial,Indoor and Outdoor,LED,Inseparable SSL - Other,1351,18,N/A,75.3,3500,83,36000,N/A,Continuous Dimming,08/10/2015,08/14/2015,United States and Canada
2214251,Vantage Lighting,A4VOPLEDX-2030K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214252,Vantage Lighting,A4VOPLEDX-2035K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3500,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214253,Vantage Lighting,A4VOPLEDX-2040K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,4000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214254,Vantage Lighting,A4VOPLEDX-3027K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,2700,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214255,Vantage Lighting,A4VOPLEDX-3030K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,3000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2234611,WAC,BA-ACLED24-930,Residential,Indoor,LED,Under Cabinet,710,16,N/A,47,3000,94,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2214256,Vantage Lighting,A4VOPLEDX-3035K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,3500,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2214257,Vantage Lighting,A4VOPLEDX-3040K,Residential and Commercial,Indoor,LED,Downlight Recessed,1930,40,N/A,47,4000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2204593,Vantage Lighting,A4VPLED1-2027K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,2700,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204594,Vantage Lighting,A4VPLED1-2030K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,3000,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204595,Vantage Lighting,A4VPLED1-2035K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,3500,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204592,Vantage Lighting,A4VPLED-1-2040K-L406,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,4000,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204660,Vantage Lighting,A4VPLED2-2027K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,2700,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204661,Vantage Lighting,A4VPLED2-2030K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,3000,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204662,Vantage Lighting,A4VPLED2-2035K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,3500,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204663,Vantage Lighting,A4VPLED2-2040K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,4000,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204709,Vantage Lighting,A4VPLED3-2027K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,2700,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204710,Vantage Lighting,A4VPLED3-2030K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,3000,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204711,Vantage Lighting,A4VPLED3-2035K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,3500,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2204712,Vantage Lighting,A4VPLED3-2040K-L4060,Residential and Commercial,Indoor,LED,Downlight Recessed,1427,32,N/A,43,4000,82,36000,1,Continuous Dimming- Type Non-IC,06/11/2013,01/30/2013,United States and Canada
2166065,N/A,HR-3LD-ET*18F-Y-ZZ,Residential,Indoor,LED,Downlight Solid State Retrofit,896,21,N/A,42,2700,82,36000,N/A,Continuous Dimming,08/10/2012,01/07/2013,United States and Canada
2234614,WAC,BA-ACLED12-927,Residential,Indoor,LED,Under Cabinet,350,8,N/A,45,2700,96,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2234615,WAC,BA-ACLED12-930,Residential,Indoor,LED,Under Cabinet,350,8,N/A,45,3000,96,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2234612,WAC,BA-ACLED18-927,Residential,Indoor,LED,Under Cabinet,440,10,N/A,46,2700,94,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2234608,WAC,BA-ACLED30-927,Residential,Indoor,LED,Under Cabinet,760,18,N/A,44,2700,95,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2234609,WAC,BA-ACLED30-930,Residential,Indoor,LED,Under Cabinet,760,18,N/A,44,3000,95,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2234606,WAC,BA-ACLED8-927,Residential,Indoor,LED,Under Cabinet,200,6,N/A,39,2700,94,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2234607,WAC,BA-ACLED8-930,Residential,Indoor,LED,Under Cabinet,200,6,N/A,39,3000,94,36000,N/A,Continuous Dimming- Type Non-IC,01/15/2015,03/04/2015,United States and Canada
2205223,WAC,DS-CD05-F27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1260,25.5,N/A,57.7,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205224,WAC,DS-CD05-F30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1360,25.5,N/A,57.7,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205225,WAC,DS-CD05-F35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1400,25.5,N/A,57.7,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205226,WAC,DS-CD05-N27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1260,25.5,N/A,56.1,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205227,WAC,DS-CD05-N30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1360,25.5,N/A,56.1,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205228,WAC,DS-CD05-N35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1400,25.5,N/A,56.1,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205229,WAC,DS-CD05-S27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1260,25.5,N/A,57.9,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205230,WAC,DS-CD05-S30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1360,25.5,N/A,57.9,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205231,WAC,DS-CD05-S35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1400,25.5,N/A,57.9,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205253,WAC,DS-CD06-F27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1815,43,N/A,46.3,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205254,WAC,DS-CD06-F30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1915,43,N/A,46.3,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205255,WAC,DS-CD06-F35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1965,43,N/A,46.3,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205260,WAC,DS-CD06-N27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1815,43,N/A,56.1,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205261,WAC,DS-CD06-N30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1915,43,N/A,56.1,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205269,WAC,DS-CD06-N35-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1965,43,N/A,56.1,3500,82,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205270,WAC,DS-CD06-S27-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1815,43,N/A,57.9,2700,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2205271,WAC,DS-CD06-S30-XX,Residential and Commercial,Indoor,LED,Downlight Surface Mount,1915,43,N/A,57.9,3000,81,36000,N/A,Continuous Dimming,01/01/2014,02/25/2014,United States and Canada
2240008,WAC Lighting,MT4LD116NE-S940,Residential,Indoor,LED,Downlight Recessed,760,16,N/A,52.4,4000,91,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239993,WAC Lighting,MT4LD216NE-F27,Residential,Indoor,LED,Downlight Recessed,1730,32,N/A,59.2,2700,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239994,WAC Lighting,MT4LD216NE-F30,Residential,Indoor,LED,Downlight Recessed,1730,32,N/A,59.2,3000,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239995,WAC Lighting,MT4LD216NE-F35,Residential,Indoor,LED,Downlight Recessed,1730,32,N/A,59.2,3500,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239996,WAC Lighting,MT4LD216NE-F40,Residential,Indoor,LED,Downlight Recessed,1730,32,N/A,59.2,4000,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239985,WAC Lighting,MT4LD216NE-F927,Residential,Indoor,LED,Downlight Recessed,1500,32,N/A,51.2,2700,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239986,WAC Lighting,MT4LD216NE-F930,Residential,Indoor,LED,Downlight Recessed,1500,32,N/A,51.2,3000,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239987,WAC Lighting,MT4LD216NE-F935,Residential,Indoor,LED,Downlight Recessed,1500,32,N/A,51.2,3500,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239988,WAC Lighting,MT4LD216NE-F940,Residential,Indoor,LED,Downlight Recessed,1500,32,N/A,51.2,4000,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239997,WAC Lighting,MT4LD216NE-S27,Residential,Indoor,LED,Downlight Recessed,1750,32,N/A,59.7,2700,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239998,WAC Lighting,MT4LD216NE-S30,Residential,Indoor,LED,Downlight Recessed,1750,32,N/A,59.7,3000,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239999,WAC Lighting,MT4LD216NE-S35,Residential,Indoor,LED,Downlight Recessed,1750,32,N/A,59.7,3500,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2240000,WAC Lighting,MT4LD216NE-S40,Residential,Indoor,LED,Downlight Recessed,1750,32,N/A,59.7,4000,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239989,WAC Lighting,MT4LD216NE-S927,Residential,Indoor,LED,Downlight Recessed,1520,32,N/A,51.8,2700,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239990,WAC Lighting,MT4LD216NE-S930,Residential,Indoor,LED,Downlight Recessed,1520,32,N/A,51.8,3000,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239991,WAC Lighting,MT4LD216NE-S935,Residential,Indoor,LED,Downlight Recessed,1520,32,N/A,51.8,3500,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239992,WAC Lighting,MT4LD216NE-S940,Residential,Indoor,LED,Downlight Recessed,1520,32,N/A,51.8,4000,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239977,WAC Lighting,MT4LD226NE-F27,Residential,Indoor,LED,Downlight Recessed,3540,64,N/A,59.8,2700,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239978,WAC Lighting,MT4LD226NE-F30,Residential,Indoor,LED,Downlight Recessed,3540,64,N/A,59.8,3000,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239979,WAC Lighting,MT4LD226NE-F35,Residential,Indoor,LED,Downlight Recessed,3540,64,N/A,59.8,3500,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239980,WAC Lighting,MT4LD226NE-F40,Residential,Indoor,LED,Downlight Recessed,3540,64,N/A,59.8,4000,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2237796,HUSKY,542531XX,Residential,Indoor,LED,N/A,3500,50,N/A,76.8,3500,83,50000,N/A,Non-Dimmable,04/01/2015,04/09/2015,United States and Canada
2239969,WAC Lighting,MT4LD226NE-F927,Residential,Indoor,LED,Downlight Recessed,2910,64,N/A,50.2,2700,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239970,WAC Lighting,MT4LD226NE-F930,Residential,Indoor,LED,Downlight Recessed,2910,64,N/A,50.2,3000,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239971,WAC Lighting,MT4LD226NE-F935,Residential,Indoor,LED,Downlight Recessed,2910,64,N/A,50.2,3500,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239972,WAC Lighting,MT4LD226NE-F940,Residential,Indoor,LED,Downlight Recessed,2910,64,N/A,50.2,4000,90,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239981,WAC Lighting,MT4LD226NE-S27,Residential,Indoor,LED,Downlight Recessed,3650,64,N/A,61.7,2700,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239982,WAC Lighting,MT4LD226NE-S30,Residential,Indoor,LED,Downlight Recessed,3650,64,N/A,61.7,3000,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2239983,WAC Lighting,MT4LD226NE-S35,Residential,Indoor,LED,Downlight Recessed,3650,64,N/A,61.7,3500,81,45000,N/A,Continuous Dimming- Type Non-IC,01/30/2015,05/13/2015,United States and Canada
2250476,Chapter,7614-XXX,Residential,Indoor and Outdoor,LED,Wall Sconces,619,10,85.2,N/A,3000,81,36000,1,N/A,08/10/2015,08/14/2015,United States and Canada
2235887,NEWPORT COASTAL LIGH,PLGU101(7974-XX),Commercial,Outdoor,Fluorescent,Outdoor Porch Wall Mount,825,13,N/A,66,2700,N/A,6000,1,Non-Dimmable,04/20/2014,03/30/2015,United States and Canada
2226753,UP-SHINE,UP-DL32-4-12WD(2700K,Residential and Commercial,Indoor,LED,Downlight Recessed,750,12,N/A,64.3,2700,81,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226754,UP-SHINE,UP-DL32-4-12WD(3000K,Residential and Commercial,Indoor,LED,Downlight Recessed,790,12,N/A,66.6,3000,83,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226755,UP-SHINE,UP-DL32-4-12WD(4000K,Residential and Commercial,Indoor,LED,Downlight Recessed,830,12,N/A,72.9,4000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226756,UP-SHINE,UP-DL32-4-12WD(5000K,Commercial,Indoor,LED,Downlight Recessed,860,12,N/A,74.2,5000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226749,UP-SHINE,UP-DL32-4-12WN(2700K,Residential and Commercial,Indoor,LED,Downlight Recessed,900,12,N/A,76.4,2700,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226750,UP-SHINE,UP-DL32-4-12WN(3000K,Residential and Commercial,Indoor,LED,Downlight Recessed,920,12,N/A,77.8,3000,83,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226751,UP-SHINE,UP-DL32-4-12WN(4000K,Residential and Commercial,Indoor,LED,Downlight Recessed,940,12,N/A,79.9,4000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226752,UP-SHINE,UP-DL32-4-12WN(5000K,Commercial,Indoor,LED,Downlight Recessed,1000,12,N/A,84.3,5000,81,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2233663,UP-SHINE,UP-DL32-4-9WD(2700K),Residential and Commercial,Indoor,LED,Downlight Recessed,710,9,N/A,82.5,2700,82,35000,N/A,Continuous Dimming,10/01/2014,11/26/2014,United States and Canada
2233664,UP-SHINE,UP-DL32-4-9WD(3000K),Residential and Commercial,Indoor,LED,Downlight Recessed,730,9,N/A,83.6,3000,82,35000,N/A,Continuous Dimming,10/01/2014,11/26/2014,United States and Canada
2233665,UP-SHINE,UP-DL32-4-9WD(4000K),Residential and Commercial,Indoor,LED,Downlight Recessed,740,9,N/A,83.9,4000,82,35000,N/A,Continuous Dimming,10/01/2014,11/26/2014,United States and Canada
2233666,UP-SHINE,UP-DL32-4-9WD(5000K),Commercial,Indoor,LED,Downlight Recessed,760,9,N/A,88.2,5000,82,35000,N/A,Continuous Dimming,10/01/2014,11/26/2014,United States and Canada
2226757,UP-SHINE,UP-DL32-4-9WN(2700K),Residential and Commercial,Indoor,LED,Downlight Recessed,740,9,N/A,84.1,2700,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226758,UP-SHINE,UP-DL32-4-9WN(3000K),Residential and Commercial,Indoor,LED,Downlight Recessed,770,9,N/A,85.8,3000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226759,UP-SHINE,UP-DL32-4-9WN(4000K),Residential and Commercial,Indoor,LED,Downlight Recessed,780,9,N/A,87.4,4000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2226760,UP-SHINE,UP-DL32-4-9WN(5000K),Commercial,Indoor,LED,Downlight Recessed,800,9,N/A,89.8,5000,82,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States
2226745,UP-SHINE,UP-DL32-5&6-11WD(270,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,830,11,N/A,76.9,2700,81,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226746,UP-SHINE,UP-DL32-5&6-11WD(300,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,840,11,N/A,77.4,3000,83,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226747,UP-SHINE,UP-DL32-5&6-11WD(400,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,860,11,N/A,79.5,4000,83,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226748,UP-SHINE,UP-DL32-5&6-11WD(500,Commercial,Indoor,LED,Downlight Solid State Retrofit,880,11,N/A,81.3,5000,82,35000,N/A,Continuous Dimming,10/01/2014,11/25/2014,United States and Canada
2226741,UP-SHINE,UP-DL32-5&6-11WN(270,Residential and Commercial,Indoor,LED,Downlight Solid State Retrofit,920,11,N/A,84.5,2700,81,35000,N/A,Non-Dimmable,10/01/2014,11/25/2014,United States and Canada
2215175,Vantage Lighting,A6VICPLEDX-1127K,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,2700,82,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215176,Vantage Lighting,A6VICPLEDX-1130K,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,3000,82,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215179,Vantage Lighting,A6VICPLEDX-1135K,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,3500,82,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215180,Vantage Lighting,A6VICPLEDX-1140K,Residential and Commercial,Indoor,LED,Downlight Recessed,815,16,N/A,49,4000,82,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215181,Vantage Lighting,A6VICPLEDX-1527K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,2700,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215182,Vantage Lighting,A6VICPLEDX-1530K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215183,Vantage Lighting,A6VICPLEDX-1535K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3500,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215184,Vantage Lighting,A6VICPLEDX-1540K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,4000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215185,Vantage Lighting,A6VICPLEDX-2027K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,2700,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
2215186,Vantage Lighting,A6VICPLEDX-2030K,Residential and Commercial,Indoor,LED,Downlight Recessed,1031,22,N/A,46,3000,81,39000,1,Continuous Dimming,04/01/2014,06/16/2014,United States and Canada
